Id,Name,Birthdate,Handedness,School,Draft,Year,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
1547,김인철,1971년 07월 14일,우투우타,포항초-포철중-포철공고,90 삼성 고졸연고 지명 8,12시즌,RF,390,0.62,-1.18,747,735,681,112,162,27,3,18,249,78,20,10,43,9,0,164,18,12,2,0.238,0.291,0.366,0.657,0.152,71.3,-0.55
1555,이지환,1971년 03월 09일,좌투좌타,부경고,90 롯데 고졸연고 지명,6시즌,1B,126,-1.16,-0.75,266,263,248,19,48,8,0,5,71,21,0,2,9,5,1,59,7,2,2,0.194,0.235,0.286,0.521,0.072,28.0,-1.90
1561,박정태,1969년 01월 27일,우투우타,대연초-부산중-동래고-경성대,91 롯데 1차,13시즌,2B,1167,34.26,-1.99,4458,4411,3857,531,1141,228,23,85,1670,639,22,27,475,35,13,416,123,34,57,0.296,0.373,0.433,0.806,0.120,126.5,32.27
1562,김석연,1968년 08월 16일,우투우타,태안초-태안중-대전고-동아대,91 빙그레 2차 4라운드,3시즌,OF,71,-0.66,-0.31,99,96,93,8,18,3,1,0,23,9,0,2,2,1,0,25,3,3,0,0.194,0.219,0.247,0.466,0.083,13.9,-0.97
1563,양용모,1967년 12월 20일,우투우타,태안중-북일고-동아대,91 빙그레 1차,10시즌,C,746,2.51,-0.50,1885,1840,1658,210,395,71,7,21,543,187,83,32,159,19,5,392,41,40,9,0.238,0.311,0.328,0.639,0.114,74.8,2.01
1564,양회열,1971년 09월 09일,우투우타,한서고,90 태평양 신고선수,5시즌,2B,204,0.22,0.70,537,510,465,48,111,11,1,0,124,25,2,6,37,5,0,98,6,27,3,0.239,0.300,0.267,0.567,0.094,67.1,0.92
1565,임성우,1968년 06월 02일,좌투좌타,세광고-동국대,91 빙그레 신고선수,3시즌,OF,54,0.14,0.00,66,66,60,4,15,3,0,0,18,2,1,0,5,1,0,14,0,0,0,0.250,0.318,0.300,0.618,0.061,74.4,0.14
1566,임주택,1968년 09월 25일,우투우타,동래고-경성대,91 빙그레 2차 2라운드,12시즌,CF,854,6.02,-2.17,1610,1567,1408,173,350,65,7,54,591,204,12,14,119,30,3,299,36,40,13,0.249,0.318,0.420,0.738,0.110,94.5,3.84
1567,윤용하,1968년 06월 07일,좌투좌타,인천고-동국대,91 삼성 2차 1라운드,4시즌,OF,236,1.45,-2.20,447,440,404,46,99,21,2,14,166,50,2,6,33,2,3,79,8,4,4,0.245,0.302,0.411,0.713,0.105,96.2,-0.75
1568,안명호,1971년 05월 14일,우투우타,부산공고,90 롯데 신고선수,2시즌,C,81,-0.65,0.32,93,87,82,6,13,2,0,0,15,1,0,1,5,0,0,26,1,6,0,0.159,0.207,0.183,0.390,0.069,6.9,-0.33
1569,강남규,1968년 08월 04일,좌투좌타,영남대,91 쌍방울 2차 8라운드,1시즌,OF,2,-0.02,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-147.1,-0.02
1570,강진규,1968년 05월 30일,우투우타,완월초-마산동중-마산고-연세대,91 LG 2차 2라운드,2시즌,C,36,-0.77,0.20,54,53,51,6,6,0,0,0,6,1,0,0,2,0,0,10,1,1,0,0.118,0.151,0.118,0.269,0.113,-60.8,-0.56
1571,고승훈,1969년 01월 21일,우투우타,신일고-성균관대,91 쌍방울 2차 4라운드,1시즌,OF,1,-0.07,-0.09,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0.000,0.000,-149.0,-0.16
1572,공봉구,1967년 07월 18일,우투우타,진흥중-영흥고-영남대,90 쌍방울 특별지명 6,1시즌,C,48,0.43,0.17,123,123,104,11,23,7,1,0,32,8,2,1,17,0,0,16,3,0,2,0.221,0.325,0.308,0.633,0.089,88.3,0.60
1573,구동환,1963년 03월 07일,우투우타,충암고,90 LG 2차 2라운드,1시즌,OF,3,-0.01,0.02,5,5,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0.250,0.400,0.250,0.650,0.000,41.4,0.01
1574,김경수,1967년 04월 09일,우투우타,신일고-연세대,90 쌍방울 특별지명 7,3시즌,DH,24,-0.01,-0.23,20,20,19,3,4,1,0,0,5,0,4,1,1,0,0,6,2,0,0,0.211,0.250,0.263,0.513,0.150,43.0,-0.24
1575,김성철,1972년 06월 23일,우투우타,용마고,91 롯데 신고선수,1시즌,OF,2,-0.03,0.01,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-152.9,-0.03
1576,김영운,1966년 04월 14일,좌투좌타,경북고-계명대,90 쌍방울 2차 5라운드,1시즌,1B,1,-0.02,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-149.9,-0.02
1577,김원근,1968년 04월 07일,우투우타,인천고-인하대,90 빙그레 신고선수,4시즌,DH,62,0.36,-0.63,142,140,125,10,34,3,0,0,37,11,1,4,12,3,1,29,5,1,1,0.272,0.348,0.296,0.644,0.071,90.9,-0.27
1578,김일훈,1973년 02월 28일,우투우타,강릉고,91 빙그레 신고선수,3시즌,DH,14,-0.03,-0.11,8,8,8,0,2,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0.250,0.250,0.250,0.500,0.000,28.0,-0.14
1579,김재덕,1973년 05월 01일,좌투좌타,광주상고,91 해태 고졸연고 지명,6시즌,DH,132,-0.26,-0.24,235,233,221,16,43,15,0,5,73,22,0,1,10,2,0,46,2,2,0,0.195,0.236,0.330,0.566,0.069,52.6,-0.50
1580,김정훈,1970년 07월 29일,우투우타,순천상고,89 해태 고졸연고 지명,1시즌,C,7,0.04,0.03,7,7,4,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0.000,0.429,0.000,0.429,0.143,100.7,0.07
1581,김호,1967년 05월 03일,우투우타,마산중-마산고-경성대,90 쌍방울 특별지명 8,11시즌,SS,1170,6.51,8.47,3812,3696,3288,405,746,109,26,53,1066,338,131,65,381,11,3,701,65,112,19,0.227,0.308,0.324,0.632,0.110,77.8,14.98
1582,김홍기,1968년 10월 03일,우투우타,장안초-신일중-신일고-동국대,91 태평양 2차 5라운드,3시즌,C,84,-0.23,0.12,191,190,177,11,38,8,0,3,55,21,2,0,13,1,1,55,7,0,0,0.215,0.272,0.311,0.583,0.058,51.7,-0.10
1583,나진균,1968년 09월 25일,우투우타,충암초-충암중-충암고-영남대,91 LG 2차 3라운드,1시즌,OF,11,-0.34,-0.04,14,13,12,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0.000,0.077,0.000,0.077,0.077,-112.7,-0.38
1584,박규대,1972년 01월 15일,우투우타,경남,90 삼성 고졸연고 지명,6시즌,OF,60,-0.54,-0.03,45,43,40,10,5,0,0,0,5,0,6,3,2,1,0,9,0,2,0,0.125,0.186,0.125,0.311,0.233,-28.7,-0.56
1585,박일현,1968년 03월 20일,우투우타,서울고-건국대,91 LG 신고선수,1시즌,OF,8,-0.02,-0.06,15,15,14,1,4,0,0,0,4,0,0,1,1,0,0,4,1,0,0,0.286,0.333,0.286,0.619,0.067,80.0,-0.08
1586,박천유,1968년 12월 22일,우투우타,보성고-중앙대,91 OB 2차 6라운드,1시즌,OF,4,-0.05,0.01,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000,0.333,0.000,0.333,0.000,-81.5,-0.04
1587,백성진,1968년 04월 09일,우투우타,충암고-동국대,91 태평양 2차 3라운드,4시즌,IF,127,0.24,-0.67,273,266,239,21,59,8,1,1,72,23,10,9,17,10,0,58,5,7,0,0.247,0.323,0.301,0.624,0.079,75.7,-0.43
1588,소순배,1968년 11월 19일,우투우타,장충고-동국대,91 LG 2차 5라운드,1시즌,IF,3,-0.11,0.00,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.000,0.000,0.000,0.000,0.000,-177.1,-0.11
1589,송구홍,1968년 06월 23일,우투우타,사당초-성남중-선린고-건국대,91 LG 1차,9시즌,3B,712,10.91,-0.39,2587,2515,2287,314,622,105,10,42,873,235,97,39,148,72,7,253,67,65,15,0.272,0.334,0.382,0.716,0.125,94.6,10.51
1590,송인호,1968년 12월 27일,우투우타,보성고-원광대,91 쌍방울 특별지명 5,7시즌,2B,430,-1.54,0.70,1146,1101,986,87,200,32,1,14,276,77,50,33,92,18,0,221,19,45,5,0.203,0.282,0.280,0.562,0.079,57.1,-0.84
1591,유성기,1972년 10월 09일,우투우타,전주고,91 쌍방울 고졸연고 지명 1,3시즌,DH,14,-0.02,-0.02,13,13,11,2,2,0,0,0,2,0,0,0,2,0,0,7,0,0,0,0.182,0.308,0.182,0.490,0.154,50.6,-0.04
1592,윤혁,1967년 05월 22일,좌투좌타,배재중-배재고-고려대,90 쌍방울 특별지명 10,4시즌,CF,199,2.41,-0.80,597,587,519,57,136,25,2,2,171,42,11,3,59,5,2,64,16,8,6,0.262,0.340,0.329,0.669,0.097,91.8,1.60
1593,이근엽,1972년 01월 21일,우투우타,인천고,91 태평양 고졸연고 자유계약,8시즌,SS,408,-3.53,2.99,882,859,787,59,150,20,1,5,187,42,20,14,52,16,0,163,7,23,4,0.191,0.254,0.238,0.492,0.069,30.2,-0.54
1594,이우수,1972년 04월 20일,우투우타,청원고,91 LG 고졸연고 지명 5,6시즌,SS,286,-1.41,2.24,626,603,575,54,127,22,4,4,169,44,2,5,23,2,0,116,8,23,3,0.221,0.252,0.294,0.546,0.090,43.2,0.83
1595,이종민,1972년 12월 25일,우투우타,신월중-광영고,91 OB 고졸연고 자유계약,10시즌,2B,796,-1.31,0.74,1533,1479,1371,167,329,40,7,11,416,115,41,26,89,11,1,179,41,53,9,0.240,0.290,0.303,0.593,0.113,57.2,-0.57
1596,이종택,1968년 03월 26일,좌투좌타,부산고-한양대,91 해태 2차 1라운드,1시즌,OF,7,-0.13,-0.09,9,8,7,0,0,0,0,0,0,1,0,0,1,0,0,4,1,1,0,0.000,0.125,0.000,0.125,0.000,-65.9,-0.22
1597,임돈영,1971년 11월 02일,우투우타,한서고,90 빙그레 신고선수,1시즌,OF,19,-0.34,-0.02,23,23,23,2,3,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0.130,0.130,0.130,0.260,0.087,-67.7,-0.36
1598,정문언,1962년 08월 13일,우투우타,국외,91 태평양 자유계약,2시즌,DH,192,4.38,-1.05,618,613,552,59,158,42,3,13,245,57,2,11,60,2,3,96,10,2,2,0.286,0.357,0.444,0.801,0.096,127.2,3.33
1599,정영진,1965년 11월 22일,우투우타,광주제일고-고려대,88 OB 2차 5라운드,3시즌,OF,189,0.37,0.51,417,406,345,30,72,20,2,0,96,16,3,3,47,8,0,86,7,11,6,0.209,0.313,0.278,0.591,0.074,69.1,0.88
1600,정재훈,1972년 03월 14일,우투우타,중앙고,91 LG 고졸연고 지명 1,1시즌,IF,6,0.16,0.01,19,19,18,1,6,2,0,0,8,2,1,1,1,0,0,1,0,0,0,0.333,0.368,0.444,0.812,0.053,146.8,0.17
1601,정학원,1968년 08월 03일,우투우타,군산상고-원광대,91 쌍방울 특별지명 9,3시즌,DH,68,-0.25,-0.31,165,161,146,8,32,3,2,0,39,20,2,1,10,4,0,32,3,4,1,0.219,0.286,0.267,0.553,0.050,47.4,-0.56
1602,주경업,1968년 09월 02일,우투우타,인천고-고려대,91 태평양 2차 2라운드,3시즌,OF,58,-0.39,0.11,120,119,110,9,22,3,0,0,25,8,1,0,9,0,0,16,3,1,0,0.200,0.261,0.227,0.488,0.076,30.7,-0.28
1603,최덕현,1971년 07월 26일,우투우타,경기상고,90 OB 고졸연고 지명 8,2시즌,C,12,-0.08,0.06,11,11,11,1,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0.182,0.182,0.273,0.455,0.091,-3.8,-0.02
1604,최영술,1972년 10월 28일,좌투좌타,성남고,91 OB 고졸연고 지명 4,4시즌,OF,37,-0.43,0.01,43,43,38,6,5,0,0,0,5,3,5,3,5,0,0,6,1,0,0,0.132,0.233,0.132,0.365,0.140,-6.8,-0.42
1605,최재룡,1964년 06월 15일,우투우타,경남고-경성대,90 OB 신고선수,1시즌,DH,29,0.07,0.02,38,38,38,5,11,3,0,1,17,6,0,2,0,0,0,5,0,0,0,0.289,0.289,0.447,0.736,0.132,101.1,0.09
1607,최해식,1968년 09월 30일,우투우타,군산남중-군산상고-건국대,90 쌍방울 1차 2순위,10시즌,C,681,-1.94,3.45,1982,1912,1729,154,375,61,2,17,491,165,3,17,144,31,0,301,54,68,8,0.217,0.288,0.284,0.572,0.081,56.6,1.51
1614,강현철,1968년 02월 15일,우투우타,대구고-계명대,91 롯데 신고선수,2시즌,OF,9,0.12,0.01,11,11,9,1,2,0,1,0,4,0,0,0,2,0,0,4,0,0,0,0.222,0.364,0.444,0.808,0.091,136.7,0.13
1646,박계원,1970년 02월 04일,우투우타,대연초-부산중-부산고-고려대,92 롯데 2차 2라운드 14순위,9시즌,SS,717,1.96,1.79,2051,2010,1812,224,439,69,11,19,587,212,55,33,150,29,1,290,43,40,20,0.242,0.307,0.324,0.631,0.111,71.4,3.75
1647,박재벌,1968년 09월 17일,좌투좌타,진흥고-건국대,92 해태 신고선수,7시즌,LF,394,1.30,-0.26,1006,985,872,118,208,35,8,5,274,72,46,21,57,51,0,85,16,17,5,0.239,0.321,0.314,0.635,0.120,74.2,1.05
1648,강성우,1970년 01월 05일,우투우타,단국대,92 롯데 1차,14시즌,C,959,-3.32,3.33,2001,1921,1787,130,407,61,8,6,502,167,9,10,102,16,0,252,51,80,16,0.228,0.273,0.281,0.554,0.068,49.1,0.01
1649,구한성,1970년 01월 07일,우투우타,광주제일고-인하대,92 해태 신고선수,6시즌,1B,161,0.04,-0.06,268,262,230,27,45,4,0,6,67,21,1,0,26,4,0,51,3,6,2,0.196,0.286,0.291,0.577,0.103,59.6,-0.01
1650,김병조,1969년 05월 02일,우투우타,유신고-성균관대,92 해태 2차 1라운드,6시즌,DH,298,1.68,-1.05,506,489,442,70,112,23,3,7,162,47,11,10,31,12,1,79,10,16,5,0.253,0.316,0.367,0.683,0.143,93.7,0.63
1651,동봉철,1970년 01월 02일,좌투좌타,신일중-신일고-중앙대,92 삼성 2차 1라운드 7순위,8시즌,CF,750,16.38,-0.24,2659,2599,2205,387,583,92,22,34,821,210,116,63,315,72,4,326,31,54,11,0.264,0.373,0.372,0.745,0.149,115.6,16.14
1652,강두곤,1969년 04월 29일,우투우타,경남대,92 삼성 2차 5라운드,4시즌,DH,74,-0.38,-0.43,80,79,72,11,12,3,0,0,15,4,2,0,4,2,0,12,4,1,1,0.167,0.228,0.208,0.436,0.139,16.6,-0.81
1653,김미호,1967년 10월 07일,우투우타,인천고-인천전문대,92 롯데 2차 4라운드,6시즌,DH,170,0.05,-0.29,279,277,257,28,59,12,1,0,73,13,9,3,15,3,0,51,5,2,2,0.230,0.278,0.284,0.562,0.101,61.0,-0.24
1654,김상모,1969년 12월 19일,우투우타,대구상고-홍익대,92 LG 2차 5라운드,1시즌,C,1,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00
1655,김상재,1968년 04월 24일,우투우타,부산상고-동아대,91 쌍방울 특별지명 4,3시즌,2B,143,0.06,-0.47,398,396,361,42,81,11,0,10,122,43,11,11,26,4,0,75,18,2,5,0.224,0.280,0.338,0.618,0.106,69.6,-0.41
1656,김인철,1974년 08월 12일,우투우타,광영고,91 OB 고졸연고 지명 9,2시즌,DH,20,-0.01,-0.11,13,13,10,7,1,0,0,0,1,0,5,1,3,0,0,3,1,0,0,0.100,0.308,0.100,0.408,0.539,28.9,-0.13
1657,김일혁,1970년 01월 26일,우투우타,인천고-인하대,92 빙그레 2차 3라운드,3시즌,OF,132,0.55,0.12,190,186,167,26,37,12,0,2,55,13,5,0,17,1,0,26,3,4,1,0.222,0.296,0.329,0.625,0.140,82.7,0.67
1658,김정민,1969년 05월 24일,우투우타,동아대,92 삼성 2차 2라운드,1시즌,C,2,0.02,0.01,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.500,0.000,0.500,0.500,135.4,0.03
1659,김정준,1970년 02월 11일,우투우타,충암초-충암중-충암고-연세대,92 LG 2차 9라운드,1시즌,IF,5,-0.22,-0.06,14,14,14,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0.143,0.143,0.143,0.286,0.071,-69.3,-0.28
1660,김태동,1970년 12월 12일,우투우타,광주상고-단국대,92 해태 2차 3라운드,3시즌,DH,25,-0.03,-0.01,27,27,24,3,5,0,0,0,5,2,1,0,2,1,0,7,0,0,0,0.208,0.296,0.208,0.504,0.111,41.4,-0.04
1661,김태룡,1968년 02월 23일,우투우타,한밭중-청주고-계명대,92 삼성 2차 7라운드,10시즌,SS,621,-1.51,-0.28,1228,1191,1092,123,236,45,2,17,336,92,15,9,74,16,1,235,31,35,10,0.216,0.273,0.308,0.581,0.103,51.7,-1.79
1662,김행희,1966년 12월 12일,좌투좌타,-,92 롯데 재일교포 자유계약,1시즌,OF,3,0.02,0.00,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.500,0.000,0.500,0.500,134.4,0.02
1663,김형태,1969년 09월 07일,우투우타,전주고-원광대,,1시즌,DH,2,0.03,0.00,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.500,0.500,0.500,1.000,0.000,202.7,0.04
1664,김홍집,1969년 09월 16일,우투우타,동아대,92 빙그레 2차 2라운드,3시즌,C,23,-0.24,0.16,35,35,31,4,4,0,0,1,7,6,0,0,3,0,0,7,0,0,1,0.129,0.200,0.226,0.426,0.114,-2.8,-0.07
1665,김효용,1972년 05월 10일,우투우타,부산공고,91 롯데 신고선수,1시즌,OF,2,-0.03,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-154.8,-0.02
1666,박광율,1970년 02월 27일,우투우타,경남고-연세대,92 삼성 신고선수,1시즌,OF,1,-0.03,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-159.4,-0.03
1667,박상현,1972년 08월 18일,우투우타,대전고,,6시즌,OF,186,-0.75,0.05,189,185,173,26,36,5,2,0,45,10,8,4,8,3,0,56,3,4,1,0.208,0.254,0.260,0.514,0.141,32.0,-0.70
1668,박종호,1973년 07월 27일,우투양타,구암초-성남중-성남고,92 LG 고졸연고 지명 4,17시즌,2B,1541,26.26,9.89,5901,5681,4955,761,1336,227,35,71,1846,584,103,49,525,161,5,612,83,215,45,0.270,0.356,0.373,0.729,0.134,99.9,36.15
1669,박지환,1969년 10월 20일,우투우타,북일고-영남대,92 롯데 2차 7라운드,6시즌,IF,133,-0.08,-0.75,258,255,229,21,48,10,1,1,63,14,2,3,21,3,0,55,6,3,2,0.210,0.282,0.275,0.557,0.082,60.4,-0.83
1670,박철희,1968년 02월 15일,우투우타,단국대,92 삼성 2차 3라운드,1시즌,DH,23,0.17,-0.02,21,21,17,7,5,1,0,1,9,3,0,0,2,1,0,6,0,0,1,0.294,0.381,0.529,0.910,0.333,127.7,0.15
1671,서정민,1969년 10월 10일,우투우타,유신고-홍익대,92 태평양 2차 2라운드,3시즌,OF,63,0.01,0.70,125,119,112,16,26,1,1,2,35,9,3,2,6,1,0,34,1,6,0,0.232,0.277,0.313,0.590,0.135,63.2,0.71
1672,신동주,1972년 12월 14일,우투우타,구미중-포철공고,91 삼성 고졸연고 지명,15시즌,CF,1041,16.34,-1.92,3288,3241,2904,448,791,139,9,110,1278,415,122,51,238,91,16,629,50,31,24,0.272,0.344,0.440,0.784,0.138,104.8,14.42
1673,신일호,1969년 08월 12일,우투우타,경남고-경성대,92 빙그레 2차 4라운드,1시즌,IF,20,-0.28,-0.10,11,10,10,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0.000,0.000,0.000,0.000,0.100,-146.8,-0.38
1674,오상욱,1972년 10월 06일,우투우타,제물포고,92 태평양 고졸연고 지명,1시즌,OF,1,-0.03,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-161.7,-0.03
1675,유영원,1969년 09월 05일,우투좌타,동대문중-동대문상고-한양대,92 쌍방울 신고선수,2시즌,OF,27,-0.13,-0.02,56,56,55,6,10,4,1,2,22,6,0,0,1,0,0,21,0,0,0,0.182,0.196,0.400,0.596,0.107,48.7,-0.15
1676,유영환,1969년 02월 15일,우투우타,세광고-경남대,88 태평양 2차 3라운드 15순위,3시즌,DH,80,-0.67,-0.34,226,213,198,16,40,4,1,2,52,13,2,2,10,3,0,41,3,13,2,0.202,0.249,0.263,0.512,0.075,37.4,-1.01
1677,유태영,1969년 12월 12일,우투우타,북일고-한양대,92 쌍방울 2차 3라운드,1시즌,IF,7,-0.26,-0.07,16,16,15,1,1,0,0,0,1,0,0,0,1,0,0,6,1,0,0,0.067,0.125,0.067,0.192,0.063,-72.6,-0.33
1678,윤찬,1967년 10월 17일,우투우타,미국 Southwest Baptist(대),91 LG 재미교포 자유계약,4시즌,IF,137,-0.45,-0.44,227,221,191,24,39,5,0,2,50,23,4,7,22,6,0,32,4,6,2,0.204,0.303,0.262,0.565,0.109,57.3,-0.89
1679,이전진,1972년 11월 14일,우투우타,한서고,91 OB 고졸연고 지명 6,4시즌,DH,30,0.05,-0.15,50,50,46,2,11,2,0,0,13,3,1,0,3,1,0,16,1,0,0,0.239,0.300,0.283,0.583,0.040,63.1,-0.10
1680,이태환,1974년 03월 09일,우투우타,경남고,92 롯데 고졸연고 지명 5,3시즌,IF,19,-0.21,-0.06,30,29,25,1,3,0,0,1,6,3,0,0,2,1,0,9,1,1,1,0.120,0.207,0.240,0.447,0.035,1.6,-0.27
1681,장덕영,1968년 06월 03일,우투우타,경북고-영남대,92 태평양 2차 4라운드,2시즌,OF,19,0.31,-0.04,30,29,25,2,8,1,1,0,11,5,1,0,4,1,1,7,1,0,0,0.320,0.433,0.440,0.873,0.069,150.9,0.28
1682,장원진,1969년 06월 15일,우투양타,대전신흥초-상인천중-인천고-인하대,92 OB 2차 4라운드 26순위,15시즌,LF,1500,20.59,-5.55,5278,5213,4734,612,1342,193,25,51,1738,505,58,45,387,57,9,560,89,56,44,0.283,0.342,0.367,0.709,0.117,96.5,15.04
1683,전종진,1972년 08월 06일,우투우타,경북고,92 삼성 고졸연고 지명,1시즌,IF,8,-0.06,-0.09,9,9,9,0,2,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0.222,0.222,0.222,0.444,0.000,2.0,-0.16
1684,조만형,1970년 01월 12일,우투우타,청원고-원광대,92 LG 2차 8라운드,1시즌,IF,9,-0.08,0.00,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0.000,0.000,0.000,0.000,0.000,-110.0,-0.08
1687,한기철,1969년 06월 20일,우투우타,온양온천초-천안북중-북일고-단국대,92 삼성 2차 4라운드,4시즌,OF,249,0.52,-1.28,211,205,188,47,49,10,2,3,72,20,20,17,14,3,0,46,3,6,0,0.261,0.322,0.383,0.705,0.229,104.8,-0.76
1688,황윤성,1974년 03월 14일,좌투좌타,제물포고,92 태평양 고졸연고 지명,12시즌,1B,258,0.75,-0.13,524,515,451,46,102,22,4,11,165,53,5,5,45,16,0,107,5,8,3,0.226,0.317,0.366,0.683,0.089,75.5,0.62
1719,강태윤,1965년 09월 15일,우투우타,국외,93 삼성 자유계약,3시즌,OF,125,0.79,-1.21,240,235,209,11,52,5,0,2,63,18,0,2,22,2,0,39,4,5,2,0.249,0.323,0.301,0.624,0.047,89.5,-0.42
1720,김훈,1970년 03월 11일,우투우타,연세대,93 해태 2차 1라운드,5시즌,RF,241,0.06,-0.53,558,539,503,61,110,21,4,4,151,26,12,11,32,4,0,88,12,13,0,0.219,0.271,0.300,0.571,0.113,64.9,-0.47
1721,이용석,1970년 03월 20일,우투우타,신일고-단국대,93 해태 2차 2라운드,1시즌,CF,64,-0.27,0.34,129,129,124,6,27,6,0,1,36,10,0,2,4,0,0,27,0,0,1,0.218,0.240,0.290,0.530,0.047,48.4,0.07
1722,정영규,1970년 11월 03일,좌투좌타,광주제일고-동국대,93 쌍방울 2차 2라운드,9시즌,RF,655,10.00,-1.09,1953,1928,1719,214,440,84,15,45,689,180,12,29,173,33,10,362,27,15,13,0.256,0.333,0.401,0.734,0.111,108.6,8.91
1723,김경하,1970년 10월 10일,우투우타,신일고-고려대,93 LG 2차 6라운드,3시즌,LF,157,0.22,0.06,281,270,248,26,53,8,3,3,76,21,4,1,19,5,2,43,2,9,0,0.214,0.283,0.306,0.589,0.096,63.2,0.27
1724,김민호,1969년 03월 19일,우투우타,월성초-경남-경주고-계명대,93 OB 2차,11시즌,SS,1112,5.28,8.79,3865,3743,3400,472,838,132,25,29,1107,277,232,62,262,55,3,576,57,119,29,0.246,0.308,0.326,0.634,0.126,71.0,14.06
1725,강효섭,1973년 11월 16일,우투우타,군산상고-호원대,92 쌍방울 고졸연고 지명 2,4시즌,IF,41,-0.16,0.01,42,42,40,2,8,0,0,0,8,1,3,0,2,0,0,7,0,0,0,0.200,0.238,0.200,0.438,0.048,14.9,-0.15
1726,계기범,1970년 12월 29일,우투우타,인천서림초-동인천중-인천고-홍익대,93 태평양 신고선수,4시즌,OF,76,-0.17,-0.51,170,167,159,19,37,4,1,2,49,16,4,3,6,0,0,40,4,3,2,0.233,0.257,0.308,0.565,0.114,55.4,-0.68
1727,고기성,1970년 06월 27일,우투우타,부산고-동아대,93 빙그레 2차 6라운드,6시즌,OF,255,0.13,0.30,376,365,331,36,71,12,2,3,96,28,6,6,30,3,0,78,5,11,1,0.215,0.285,0.290,0.575,0.099,65.8,0.43
1728,공의식,1970년 09월 20일,우투우타,충암초-충암중-충암고-동국대,93 태평양 2차 2라운드,3시즌,OF,168,1.05,0.33,373,368,313,35,60,12,2,12,112,42,10,7,48,5,1,108,6,4,3,0.192,0.306,0.358,0.664,0.095,87.6,1.38
1729,권재광,1971년 04월 27일,우투우타,경남고-동아대,93 롯데 2차 3라운드 8순위,4시즌,OF,64,-0.81,0.08,108,108,100,8,14,2,0,1,19,8,1,0,6,1,0,26,1,0,1,0.140,0.194,0.190,0.384,0.074,-5.5,-0.72
1730,김갑중,1970년 08월 15일,우투우타,광주화정초-진흥중-진흥고-한양대,93 태평양 2차 3라운드,5시즌,OF,224,0.42,0.46,486,469,437,42,108,20,4,4,148,41,6,9,25,5,0,79,15,17,2,0.247,0.294,0.339,0.633,0.090,73.3,0.88
1731,김선우,1973년 07월 02일,우투우타,-,92 태평양 신고선수,1시즌,C,12,-0.40,0.19,28,28,28,2,3,1,0,0,4,2,1,0,0,0,0,1,0,0,0,0.107,0.107,0.143,0.250,0.071,-68.2,-0.21
1732,김성기,1972년 10월 24일,우투우타,장충고,91 LG 고졸연고 지명 8,2시즌,IF,20,0.09,0.04,22,22,20,1,6,0,0,0,6,1,0,0,2,0,0,6,0,0,0,0.300,0.364,0.300,0.664,0.046,99.0,0.12
1733,김성열,1969년 10월 06일,우투우타,동산고-인하대,93 빙그레 2차 7라운드,2시즌,DH,35,-0.08,-0.13,48,48,39,5,6,0,0,0,6,1,2,1,8,1,0,11,1,0,0,0.154,0.313,0.154,0.467,0.104,46.1,-0.21
