Id,Name,Birthdate,Handedness,School,Draft,Year,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
14822,김선우,2001년 01월 18일,우투우타,상인천초-상인천중-강릉고,21 KIA 2차 9라운드 84순위,2시즌,C,8,0.00,0.06,11,11,10,1,2,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0.200,0.273,0.200,0.473,0.091,35.5,0.06
14829,김정호,1998년 07월 13일,우투우타,옥산초-경복중-포철고-성균관대,21 NC 2차 8라운드 76순위,1시즌,C,8,0.19,0.06,11,10,9,3,4,0,0,0,4,0,0,0,0,1,0,4,0,1,0,0.444,0.500,0.444,0.944,0.300,161.4,0.26
14838,박성재,2002년 11월 18일,우투우타,개성중-부산고,21 두산 2차 8라운드 80순위,2시즌,C,7,-0.20,0.08,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.000,0.000,0.000,0.000,0.000,-142.5,-0.11
14851,김시앙,2001년 10월 31일,우투우타,광주대성초-광주동성중-광주동성고,21 키움 2차 5라운드 49순위,3시즌,C,52,-0.42,0.00,103,102,95,8,19,1,0,0,20,7,0,0,4,3,0,27,5,1,0,0.200,0.255,0.211,0.466,0.078,22.8,-0.42
14854,이재홍,1998년 12월 17일,우투우타,광주대성초-광주동성중-광주동성고-고려대,21 키움 2차 9라운드 89순위,1시즌,2B,4,0.06,0.07,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.250,0.250,0.250,0.500,0.000,22.6,0.13
14855,이주형,2002년 07월 05일,좌투좌타,매송중-야탑고,21 키움 2차 4라운드 39순위,3시즌,1B,48,-0.19,-0.09,113,113,97,10,18,0,0,2,24,13,0,0,12,3,0,41,0,0,1,0.186,0.292,0.247,0.539,0.089,56.8,-0.29
14861,박형준,2001년 06월 28일,우투우타,경산-대구중-대구고,21 SK 2차 6라운드 58순위,1시즌,LF,1,-0.02,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-140.9,-0.02
14863,김동진,1996년 12월 18일,우투좌타,영랑초-설악중-설악고,21 삼성 2차 5라운드 43순위,3시즌,2B,79,-0.18,0.56,183,178,163,19,37,8,0,1,48,10,3,0,12,1,0,38,5,5,2,0.227,0.281,0.294,0.575,0.107,50.2,0.38
14866,이창용,1999년 06월 03일,우투우타,노원-청량중-신흥고-강릉영동대,21 삼성 2차 8라운드 73순위,2시즌,1B,20,-0.12,-0.17,38,38,36,3,7,2,0,1,12,4,1,0,2,0,0,12,0,0,0,0.194,0.237,0.333,0.570,0.079,35.9,-0.29
14867,김현준,2002년 10월 11일,좌투좌타,부산진구-센텀중-개성고,21 삼성 2차 9라운드 83순위,4시즌,CF,319,2.14,-0.15,1110,1090,983,144,261,39,11,3,331,79,13,8,86,15,0,213,11,20,6,0.266,0.332,0.337,0.669,0.132,83.0,1.99
14870,최성민,2002년 07월 05일,좌투좌타,송정동초-무등중-광주동성고,21 KT 2차 6라운드 55순위,1시즌,LF,32,-0.29,0.16,21,20,19,3,2,0,0,0,2,2,1,0,1,0,0,5,0,1,0,0.105,0.150,0.105,0.255,0.150,-45.5,-0.13
14877,조현진,2002년 09월 10일,우투좌타,함안-신월중-마산고,21 한화 2차 6라운드 52순위,1시즌,2B,10,-0.05,-0.05,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.200,0.200,0.200,0.400,0.000,-9.4,-0.10
14880,장지승,1998년 07월 04일,우투우타,인천남동-동방중-동산고-성균관대,21 한화 육성선수,2시즌,LF,27,-0.41,-0.11,75,73,64,7,11,1,0,1,15,5,2,0,7,1,0,24,4,2,1,0.172,0.260,0.234,0.494,0.096,32.3,-0.52
14885,전진영,1998년 04월 30일,우투좌타,영일초-영남중-성남고-경희대,21 KT 육성선수,1시즌,LF,4,0.03,-0.07,3,3,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.666,0.000,76.2,-0.04
14888,추신수,1982년 07월 13일,좌투좌타,수영초-부산중-부산고,07 SK 해외진출선수 특별지명,4시즌,DH,439,9.72,-0.50,1843,1837,1505,266,396,70,5,54,638,205,51,19,276,42,6,370,24,4,16,0.263,0.388,0.424,0.812,0.145,128.0,9.22
14889,홍원기,1973년 06월 05일,우투우타,공주중동초-공주중-공주고-고려대,96 한화 1차,12시즌,3B,1043,6.91,0.42,2683,2615,2308,261,566,98,6,48,820,284,11,12,248,42,7,468,55,61,24,0.245,0.326,0.355,0.681,0.100,83.6,7.33
14894,이호성,1986년 08월 15일,우투우타,서울청구초-자양중-휘문고,05 두산 2차 3라운드 18순위,1시즌,IF,1,-0.03,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-172.4,-0.03
14895,서튼,1970년 05월 14일,좌투좌타,-,05 현대 자유선발,3시즌,OF,246,12.31,-0.32,1043,1029,861,140,241,43,3,56,458,173,0,2,166,7,14,198,12,0,9,0.280,0.397,0.532,0.929,0.136,162.6,11.99
14988,보어,1988년 05월 28일,우투좌타,-,21 LG 자유선발,1시즌,1B,32,-0.46,-0.09,117,117,100,7,17,2,0,3,28,17,0,0,11,3,0,30,2,0,3,0.170,0.265,0.280,0.545,0.060,46.5,-0.54
14990,크레익,1994년 11월 16일,우투우타,-,21 키움 자유선발,1시즌,LF,61,0.09,-0.28,247,246,222,25,55,12,0,6,85,30,0,1,20,4,1,43,4,0,1,0.248,0.320,0.383,0.703,0.102,90.7,-0.19
14991,페레즈,1991년 03월 26일,우투우타,-,21 한화 자유선발,1시즌,2B,59,0.54,-0.03,252,252,224,26,60,15,1,5,92,33,4,5,17,4,0,52,4,0,7,0.268,0.321,0.411,0.732,0.103,94.9,0.51
14993,강인권,1972년 06월 26일,우투우타,대전신흥초-충남중-대전고-한양대,95 한화 2차 6라운드 47순위,12시즌,C,710,2.68,3.68,1494,1456,1252,114,305,41,2,8,374,119,7,12,160,35,0,264,20,38,9,0.244,0.343,0.299,0.642,0.078,80.0,6.36
14996,소크라테스,1992년 09월 06일,좌투좌타,도미니카 Liceo Cacique Enriquillo(고),22 KIA 자유선발,3시즌,CF,409,12.02,0.12,1764,1756,1613,266,487,90,13,63,792,270,40,18,127,7,12,252,31,0,17,0.302,0.352,0.491,0.843,0.152,127.0,12.14
15000,라모스,1992년 04월 15일,우투양타,푸에르토리코 Alfonso Casta Martinez(고),22 KT 자유선발,2시즌,RF,98,2.26,-0.33,428,425,383,53,113,20,4,13,180,59,5,3,31,5,1,78,7,2,7,0.295,0.350,0.470,0.820,0.125,115.5,1.94
15002,루이즈,1994년 05월 22일,우투좌타,미국 Bishop Amat Memorial(고),22 LG 자유선발,1시즌,3B,27,-0.36,0.02,94,94,84,10,13,4,1,1,22,6,1,0,9,0,0,13,5,0,1,0.155,0.234,0.262,0.496,0.106,36.3,-0.34
15004,푸이그,1990년 12월 07일,우투우타,쿠바 EIEFD(대),22 키움 자유선발,2시즌,RF,166,3.93,-0.84,719,718,629,82,164,32,0,27,277,93,6,3,70,16,1,138,7,0,4,0.261,0.348,0.440,0.788,0.114,125.6,3.09
15006,크론,1993년 02월 17일,우투우타,미국 Mountain Pointe(고)-미국 Texas Christian(대),22 SSG 자유선발,1시즌,1B,67,-0.13,-0.19,259,259,243,21,54,13,1,11,102,35,0,0,9,3,0,68,3,0,4,0.222,0.255,0.420,0.675,0.081,75.9,-0.32
15008,마티니,1990년 06월 27일,좌투좌타,미국 Prairie Ridge(고)-미국 Kansas State(대),22 NC 자유선발,1시즌,LF,139,3.61,-0.95,576,572,510,67,151,34,1,16,235,85,12,4,51,8,5,86,8,0,7,0.296,0.365,0.461,0.826,0.117,129.7,2.66
15009,피터스,1995년 12월 12일,우투우타,미국 Western Nevada(대),22 롯데 자유선발,1시즌,CF,85,1.01,-0.15,354,354,316,32,72,16,0,13,127,48,7,4,26,8,1,77,5,0,4,0.228,0.299,0.402,0.701,0.090,90.2,0.86
15012,터크먼,1990년 12월 03일,좌투좌타,미국 William Fremd(고)-미국 Bradley(대),22 한화 자유선발,1시즌,RF,144,4.36,-0.09,648,644,575,88,166,37,4,12,247,43,19,11,64,7,5,104,12,0,2,0.289,0.366,0.430,0.796,0.137,126.5,4.27
15015,허인서,2003년 07월 11일,우투우타,순천북초-여수중-효천고,22 한화 2차 2라운드 11순위,2시즌,C,28,-0.36,-0.04,49,49,47,3,8,1,0,0,9,2,0,0,1,1,0,20,1,0,0,0.170,0.204,0.191,0.395,0.061,-6.3,-0.40
15030,김태윤,2003년 02월 28일,우투좌타,하남-배명중-배명고,22 SSG 2차 7라운드 62순위,1시즌,2B,8,0.08,0.03,4,4,2,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0.500,0.750,0.500,1.250,0.000,352.0,0.11
15034,이재현,2003년 02월 04일,우투우타,서울이수초-선린중-서울고,22 삼성 1차,4시즌,SS,466,9.27,1.48,1790,1759,1534,237,385,70,4,49,610,216,13,6,184,26,2,335,31,29,17,0.251,0.338,0.398,0.736,0.135,98.5,10.74
15035,김영웅,2003년 08월 24일,우투좌타,공주중동초-야로중-물금고,22 삼성 2차 1라운드 3순위,4시즌,3B,319,3.37,1.86,1126,1120,1008,144,245,44,5,53,458,164,16,4,101,5,3,333,10,4,8,0.243,0.313,0.454,0.767,0.129,94.7,5.23
15036,김재혁,1999년 12월 26일,우투우타,제주남초-제주제일중-제주고-동아대,22 삼성 2차 2라운드 13순위,3시즌,LF,58,-0.41,-0.24,97,97,85,13,17,3,1,0,22,9,6,2,8,1,0,30,2,0,3,0.200,0.268,0.259,0.527,0.134,34.2,-0.65
15040,조민성,2003년 10월 02일,우투우타,서울학동초-휘문중-휘문고,22 삼성 2차 6라운드 53순위,2시즌,1B,27,-0.22,0.00,45,45,42,4,10,2,0,1,15,8,1,1,2,1,0,13,1,0,0,0.238,0.289,0.357,0.646,0.089,75.2,-0.23
15042,김상민,2003년 12월 06일,우투좌타,대연초-부산중-부산고,22 삼성 2차 8라운드 73순위,1시즌,LF,8,-0.13,-0.24,13,13,12,3,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0.083,0.154,0.083,0.237,0.231,-45.4,-0.36
15046,조세진,2003년 11월 21일,우투우타,성남중원-선린중-서울고,22 롯데 2차 1라운드 4순위,2시즌,LF,51,-0.84,-0.08,97,96,93,7,17,3,0,0,20,6,0,1,3,0,0,29,4,1,0,0.183,0.208,0.215,0.423,0.073,3.9,-0.92
15048,윤동희,2003년 09월 18일,우투우타,현산초-대원중-야탑고,22 롯데 2차 3라운드 24순위,4시즌,RF,349,5.78,0.64,1448,1440,1262,197,362,75,6,25,524,180,14,16,144,19,3,250,33,7,16,0.287,0.364,0.415,0.779,0.137,109.4,6.43
15049,김세민,2003년 06월 14일,우투우타,중앙초-하슬라중-강릉고,22 롯데 2차 3라운드 28순위,1시즌,2B,4,0.04,-0.04,4,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.000,0.500,0.000,0.500,0.500,133.2,0.00
15051,한태양,2003년 09월 15일,우투우타,역삼초-언북중-덕수고,22 롯데 2차 6라운드 54순위,2시즌,2B,146,1.41,-0.17,339,332,291,56,72,15,2,2,97,25,4,2,37,4,0,93,4,7,0,0.247,0.340,0.333,0.673,0.169,92.4,1.23
15056,김도영,2003년 10월 02일,우투우타,광주대성초-광주동성중-광주동성고,22 KIA 1차,4시즌,3B,358,14.08,1.35,1386,1372,1218,272,379,69,19,55,651,202,81,11,136,11,9,257,30,7,14,0.311,0.381,0.534,0.915,0.198,147.0,15.43
15058,윤도현,2003년 05월 07일,우투우타,광주화정초-무등중-광주제일고,22 KIA 2차 2라운드 15순위,3시즌,SS,47,1.33,-0.49,188,186,177,29,52,9,2,7,86,25,3,1,8,1,0,46,1,2,0,0.294,0.328,0.486,0.814,0.156,117.4,0.84
15068,박찬혁,2003년 04월 25일,우투우타,대전유천초-대전서구-한밭중-북일고,22 키움 2차 1라운드 6순위,2시즌,LF,100,-1.05,-0.41,342,342,315,26,65,12,0,7,98,25,0,1,19,8,0,108,2,0,0,0.206,0.269,0.311,0.580,0.076,59.9,-1.46
15081,이주헌,2003년 03월 04일,우투우타,서울이수초-성남중-성남고,22 LG 2차 3라운드 27순위,2시즌,C,79,1.26,-0.48,162,160,134,22,32,5,0,4,49,12,0,0,18,8,0,32,2,2,0,0.239,0.363,0.366,0.729,0.138,115.1,0.78
15084,최원영,2003년 07월 18일,우투우타,수영초-사직중-부산고,22 LG 2차 6라운드 57순위,2시즌,LF,176,0.33,0.62,156,153,140,55,39,7,0,1,49,7,14,8,5,7,0,27,4,3,1,0.279,0.333,0.350,0.683,0.360,87.8,0.95
15085,김성우,2003년 11월 15일,우투우타,성동초-건대부중-배재고,22 LG 2차 7라운드 67순위,2시즌,C,11,-0.14,-0.15,10,10,10,0,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0.100,0.100,0.100,0.200,0.000,-79.6,-0.29
15086,문정빈,2003년 08월 15일,우투우타,가동초-잠신중-서울고,22 LG 2차 8라운드 77순위,1시즌,RF,21,-0.05,0.16,33,33,30,5,5,0,0,2,11,4,0,0,1,2,0,11,0,0,0,0.167,0.242,0.367,0.609,0.152,57.2,0.11
15092,안현민,2003년 08월 22일,우투우타,김해-개성중-마산고,22 KT 2차 4라운드 38순위,2시즌,RF,128,6.64,0.06,511,507,420,77,137,19,5,23,235,82,7,1,77,10,5,82,4,0,4,0.326,0.438,0.560,0.998,0.152,175.5,6.70
15097,김병준,2003년 07월 03일,우투좌타,안산-안산중앙중-유신고,22 KT 2차 9라운드 88순위,3시즌,CF,47,0.03,0.12,23,23,21,11,6,0,0,0,6,1,0,0,2,0,0,6,0,0,0,0.286,0.348,0.286,0.634,0.478,74.8,0.14
15100,김동준,2002년 09월 04일,좌투좌타,군산신풍초-군산중-군산상고,22 두산 2차 1라운드 9순위,1시즌,1B,36,-0.26,-0.39,100,99,93,8,22,3,0,2,31,10,1,1,5,1,0,30,2,1,0,0.237,0.283,0.333,0.616,0.081,62.4,-0.65
15121,석정우,1999년 01월 20일,우투우타,동일초-경남중-경남고-연세대,22 SSG 육성선수,2시즌,2B,36,0.18,-0.38,63,63,58,4,15,1,0,2,22,4,0,1,4,1,0,21,1,0,0,0.259,0.317,0.379,0.696,0.064,87.0,-0.19
15122,임근우,1999년 07월 22일,우투우타,도곡초-휘문중-휘문고-홍익대,22 SSG 육성선수,1시즌,RF,3,-0.13,0.10,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-139.0,-0.03
15128,천현재,1999년 07월 05일,우투좌타,부산남구-신정중-부경고-성균관대,22 두산 육성선수,1시즌,C,3,-0.20,-0.02,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000,0.000,0.000,0.000,0.000,-151.1,-0.21
15132,박수종,1999년 02월 25일,우투우타,도신초-강남중-충암고-경성대,22 키움 육성선수,3시즌,CF,141,0.40,0.60,243,239,216,36,58,6,3,1,73,11,4,0,19,3,0,35,5,4,1,0.269,0.335,0.338,0.673,0.151,83.5,0.99
15139,이상혁,2001년 09월 14일,우투좌타,군포-수원북중-장안고-강릉영동대,22 한화 육성선수,3시즌,2B,89,-0.26,-0.41,29,28,25,27,4,1,0,0,5,2,9,7,2,1,0,9,0,1,0,0.160,0.250,0.200,0.450,0.964,19.5,-0.67
15141,유상빈,2000년 05월 09일,좌투좌타,동막초-동산중-인천고-강릉영동대,22 한화 육성선수,2시즌,CF,20,0.18,-0.27,57,55,52,4,15,5,0,0,20,4,0,1,1,1,0,12,0,2,1,0.288,0.309,0.385,0.694,0.073,89.4,-0.09
15144,알포드,1994년 07월 20일,우투우타,-,22 KT 자유선발,2시즌,LF,213,6.37,-0.12,870,867,774,131,223,50,4,29,368,120,22,5,80,9,4,230,9,0,7,0.288,0.359,0.475,0.834,0.151,128.6,6.25
15150,가르시아,1993년 03월 28일,우투양타,-,22 LG 자유선발,1시즌,2B,39,0.58,-0.32,156,156,136,21,28,6,1,4,48,19,4,1,19,1,0,40,4,0,0,0.206,0.308,0.353,0.661,0.135,91.4,0.25
15151,라가레스,1989년 03월 17일,우투우타,-,22 SSG 자유선발,1시즌,LF,49,1.27,0.25,202,198,181,24,57,9,0,6,84,32,3,1,14,1,1,18,4,3,3,0.315,0.362,0.464,0.826,0.121,124.5,1.52
15152,렉스,1993년 11월 12일,우투좌타,-,22 롯데 자유선발,2시즌,RF,111,3.04,-0.25,485,482,421,52,122,14,3,12,178,64,3,1,54,6,4,98,7,0,4,0.290,0.375,0.423,0.798,0.108,123.1,2.79
15155,김바위,1955년 04월 08일,좌투좌타,배명고,82 MBC 창단 멤버,10시즌,2B,679,10.58,1.21,1978,1953,1688,196,409,79,6,48,644,241,22,16,240,20,14,269,38,11,19,0.242,0.340,0.382,0.722,0.100,106.0,11.79
15253,김민석,2004년 05월 09일,우투좌타,신도초-휘문고,23 롯데 1라운드 3순위,3시즌,CF,265,-0.47,-1.13,784,767,704,88,170,34,4,4,224,66,22,6,45,12,2,194,13,15,8,0.241,0.295,0.318,0.613,0.115,64.3,-1.60
15422,문현빈,2004년 04월 20일,우투좌타,유천초-온양중-북일고,23 한화 2라운드 11순위,3시즌,2B,381,5.29,-0.93,1362,1342,1216,147,355,68,6,22,501,176,25,12,95,18,5,219,27,15,18,0.292,0.347,0.412,0.759,0.110,105.3,4.35
15423,이민준,2004년 02월 02일,우투우타,화곡초-강남중-장충고,23 한화 3라운드 21순위,1시즌,SS,4,0.02,0.05,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000,0.500,0.000,0.500,0.000,136.1,0.07
15433,정해원,2004년 05월 21일,우투우타,신광초-덕수중-휘문고,23 KIA 3라운드 22순위,1시즌,2B,24,-0.57,0.18,46,46,40,5,3,0,0,0,3,0,0,0,5,1,0,14,4,0,0,0.075,0.196,0.075,0.271,0.109,-22.6,-0.39
15443,정대선,2004년 11월 16일,우투우타,서흥초-동산중-세광고,23 롯데 5라운드 43순위,2시즌,2B,22,-0.38,-0.09,49,48,42,5,6,1,0,0,7,6,0,0,2,2,0,10,0,1,2,0.143,0.208,0.167,0.375,0.104,-4.7,-0.47
15451,박한결,2004년 04월 26일,우투우타,본리초-경복중-경북고,23 NC 2라운드 14순위,3시즌,LF,48,0.21,-0.25,108,108,97,13,19,2,0,10,51,22,0,0,11,0,0,44,1,0,0,0.196,0.278,0.526,0.804,0.120,100.0,-0.04
15452,신용석,2003년 10월 11일,우투우타,양덕초-마산동중-마산고,23 NC 3라운드 24순위,1시즌,C,2,-0.06,0.00,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000,0.000,0.000,0.000,0.000,-137.0,-0.06
15463,김정민,2004년 03월 07일,좌투좌타,수영구-경남중-경남고,23 SSG 3라운드 25순위,1시즌,LF,8,0.04,-0.06,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.500,0.500,0.500,1.000,0.500,180.0,-0.02
15465,김건웅,2000년 05월 08일,우투우타,대성초-진월중-화순고-연세대,23 SSG 5라운드 45순위,1시즌,1B,1,-0.08,0.01,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.000,-135.1,-0.07
15472,김건희,2004년 11월 07일,우투우타,대전신흥초-온양중-원주고,23 키움 1라운드 6순위,3시즌,C,197,0.67,-0.36,640,633,594,51,147,35,2,12,222,63,2,1,33,0,0,188,18,7,6,0.247,0.284,0.374,0.658,0.081,70.3,0.31
15473,김동헌,2004년 07월 15일,우투우타,영등포-충암중-충암고,23 키움 2라운드 12순위,3시즌,C,153,0.98,-0.05,340,337,298,30,74,8,2,2,92,26,0,0,25,10,0,78,7,3,4,0.248,0.323,0.309,0.632,0.089,81.2,0.93
15476,이승원,2004년 07월 02일,우투우타,노원-상명중-덕수고,23 키움 4라운드 36순위,3시즌,2B,25,-0.64,-0.36,48,46,44,3,4,1,0,0,5,1,0,0,2,0,0,15,2,2,0,0.091,0.130,0.114,0.244,0.065,-57.6,-1.00
15477,송재선,2000년 06월 30일,우투우타,수유초-충암중-신일고-한일장신대,23 키움 5라운드 46순위,1시즌,LF,5,0.00,-0.08,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.000,82.4,-0.08
15479,박성빈,2004년 04월 21일,우투우타,계룡시-충남중-대전고,23 키움 7라운드 66순위,1시즌,C,12,0.05,-0.07,11,11,9,1,2,1,0,0,3,2,0,0,1,1,0,2,0,0,0,0.222,0.364,0.333,0.697,0.091,110.5,-0.02
15483,서유신,2000년 08월 17일,우투우타,광주수창초-충장중-화순고-원광대,23 키움 11라운드 106순위,1시즌,2B,6,-0.13,-0.05,8,8,7,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.000,0.125,0.000,0.125,0.000,-78.4,-0.18
15484,김범석,2004년 05월 21일,우투우타,김해삼성초-경남중-경남고,23 LG 1라운드 7순위,2시즌,DH,80,-0.46,-0.30,209,208,189,17,42,5,0,7,68,28,0,0,15,2,2,54,5,0,3,0.222,0.282,0.360,0.642,0.082,60.9,-0.75
15492,송대현,2000년 02월 03일,우투우타,중대초-자양중-신일고-동국대,23 LG 8라운드 77순위,1시즌,2B,4,-0.06,-0.09,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.000,0.000,0.000,0.000,0.000,-150.8,-0.15
15499,김재상,2004년 07월 26일,우투좌타,고명초-덕수중-경기상고,23 삼성 3라운드 28순위,2시즌,2B,52,-0.11,0.06,113,112,104,14,23,4,0,3,36,14,4,0,7,0,0,27,1,1,1,0.221,0.268,0.346,0.614,0.125,48.3,-0.05
15501,강준서,2000년 10월 13일,우투우타,대연초-대천중-부산공고-동의대,23 삼성 5라운드 48순위,1시즌,2B,10,-0.05,-0.01,15,15,14,2,3,1,0,0,4,0,0,1,1,0,0,2,0,0,0,0.214,0.267,0.286,0.553,0.133,48.3,-0.07
15503,류승민,2004년 10월 11일,좌투좌타,광주화정초-무등중-광주제일고,23 삼성 7라운드 68순위,2시즌,LF,29,-0.18,-0.16,60,58,53,6,11,3,0,0,14,5,0,0,4,1,0,20,0,2,0,0.208,0.276,0.264,0.540,0.103,48.5,-0.33
15507,박진우,2003년 10월 14일,우투우타,대전중구-현도중-청주고,23 삼성 11라운드 108순위,1시즌,C,1,-0.02,0.00,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,-139.4,-0.02
15512,윤준호,2000년 11월 14일,우투우타,해운대-센텀중-경남고-동의대,23 두산 5라운드 49순위,1시즌,C,3,-0.01,-0.06,4,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.250,0.250,0.250,0.500,0.250,15.3,-0.07
15515,박민준,2002년 10월 21일,우투우타,마산동중-용마고-동강대,23 두산 8라운드 79순위,2시즌,C,12,-0.15,-0.09,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.000,0.000,0.000,0.000,0.000,-144.0,-0.25
15519,정준영,2004년 01월 26일,좌투좌타,도신초-강남중-장충고,23 KT 2라운드 20순위,2시즌,LF,77,0.01,0.56,129,122,110,15,28,4,0,0,32,9,0,0,11,1,0,27,2,7,0,0.255,0.328,0.291,0.619,0.123,66.8,0.56
15520,손민석,2004년 06월 21일,우투좌타,감천초-개성중-경남고,23 KT 3라운드 30순위,1시즌,SS,9,-0.04,0.04,12,12,10,2,1,0,0,0,1,1,0,0,1,1,0,3,0,0,0,0.100,0.250,0.100,0.350,0.167,10.1,0.00
15523,류현인,2000년 11월 08일,우투좌타,광주수창초-진흥중-진흥고-단국대,23 KT 7라운드 70순위,1시즌,SS,17,-0.25,-0.19,24,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0,0,0.130,0.167,0.130,0.297,0.250,-34.0,-0.44
15530,에레디아,1991년 01월 31일,좌투우타,-,23 SSG 자유선발,3시즌,LF,354,10.93,1.13,1529,1519,1389,204,475,78,1,46,693,248,17,13,98,29,11,210,34,1,12,0.342,0.394,0.499,0.893,0.134,137.8,12.05
15532,오스틴,1993년 10월 14일,우투우타,-,23 LG 자유선발,3시즌,1B,395,15.24,-0.02,1686,1677,1472,268,464,86,8,86,824,322,22,11,175,8,15,219,31,0,31,0.315,0.384,0.560,0.944,0.160,156.6,15.22
15537,마틴,1995년 09월 05일,우투좌타,-,23 NC 자유선발,1시즌,CF,118,3.50,0.04,503,502,435,55,123,20,2,17,198,90,15,3,57,1,2,107,8,0,10,0.283,0.360,0.455,0.815,0.110,125.5,3.55
15539,로하스,1993년 02월 24일,우투좌타,-,23 두산 자유선발,1시즌,LF,122,3.35,-0.76,464,463,403,52,102,24,4,19,191,65,0,1,55,3,2,68,5,0,3,0.253,0.345,0.474,0.819,0.112,133.5,2.59
15541,오그레디,1992년 05월 17일,우투좌타,-,23 한화 자유선발,1시즌,LF,22,-0.87,-0.05,86,86,80,3,10,3,0,0,13,8,1,0,5,0,0,40,0,0,1,0.125,0.174,0.163,0.337,0.035,-20.8,-0.92
15624,서동욱,2000년 03월 24일,우투우타,순천남산초-순천이수중-효천고-홍익대,23 롯데 육성선수,2시즌,C,46,-0.47,-0.06,47,47,43,4,5,2,0,0,7,0,0,0,3,1,0,13,2,0,0,0.116,0.191,0.163,0.354,0.085,-13.4,-0.53
15625,배영빈,2000년 06월 26일,우투우타,가동초-잠신중-서울고-홍익대,23 롯데 육성선수,1시즌,2B,18,0.25,-0.04,18,17,16,2,5,2,0,0,7,0,1,0,1,0,0,2,0,1,0,0.313,0.353,0.438,0.791,0.118,123.6,0.21
15627,윤수녕,2000년 03월 01일,우투좌타,대전신흥초-한밭중-대전고-연세대,23 롯데 육성선수,1시즌,RF,3,-0.03,-0.02,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.250,0.250,0.250,0.500,0.000,23.0,-0.05
15633,한경빈,1998년 12월 11일,우투좌타,인천서림초-상인천중-동산고-재능대,22 한화 육성선수,1시즌,IF,1,-0.02,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000,0.000,0.000,0.000,0.000,-151.2,-0.01
15645,김동혁,2000년 09월 15일,좌투좌타,서화초-상인천중-제물포고-강릉영동대,22 롯데 2차 7라운드 64순위,3시즌,LF,147,0.42,0.58,140,136,111,30,23,4,2,0,31,7,17,5,22,3,0,34,3,4,0,0.207,0.353,0.279,0.632,0.221,88.2,1.00
15647,윌리엄스,1993년 09월 08일,좌투좌타,-,23 한화 자유선발,1시즌,LF,68,-0.11,-0.48,273,273,258,29,63,14,0,9,104,45,1,1,8,4,0,63,6,0,3,0.244,0.275,0.403,0.678,0.106,78.5,-0.59
15649,박칠성,1962년 09월 28일,우투우타,경남고-연세대,,1시즌,3B,2,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00
15650,문기영,1972년 09월 24일,우투우타,-,91 삼성 고졸연고 지명 1,1시즌,3B,1,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00
